relative_path,directory,filename,extension,size_bytes,modified_at,file_hash,preliminary_category,priority,duplicate_status,document_group,notes
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/PNAD - 4094 - desocu idade.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,PNAD - 4094 - desocu idade.xlsx,xlsx,6116,2026-09-22T11:18:43Z,4c56fdb5c29dc4e165cf1f4021211e49,mercado de trabalho,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/PNAD - 4097 - ocupados.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,PNAD - 4097 - ocupados.xlsx,xlsx,10925,2026-09-22T11:18:44Z,6f550dac2cad7c0912b0ca9f8cb09107,mercado de trabalho,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/PNAD - 5440 - Rendimento com carteira privado.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,PNAD - 5440 - Rendimento com carteira privado.xlsx,xlsx,6268,2026-09-22T11:18:44Z,77fdf9cc7eff49b9d8f37abe7ab084e6,renda e salários,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/PNAD - 6402 - desocu raça.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,PNAD - 6402 - desocu raça.xlsx,xlsx,7682,2026-09-22T11:18:43Z,061f63472bb7aa5501f9af9513228228,mercado de trabalho,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/PNAD - 6461 - força de trabalho.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,PNAD - 6461 - força de trabalho.xlsx,xlsx,6888,2026-09-22T11:18:44Z,b4e9dd07cb22a37ec32fcbdc5c3a5244,mercado de trabalho,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/PNAD - 6464 - posicao ocupa.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,PNAD - 6464 - posicao ocupa.xlsx,xlsx,6027,2026-09-22T11:18:44Z,0bb3c7d540d09170619daa48da8ba54b,mercado de trabalho,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/Selic - Abril-2025.csv,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,Selic - Abril-2025.csv,csv,2880,2026-09-22T11:18:44Z,1c4cc2df53cd80610cd4adeec83ef00d,crédito e juros,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/T2_7063.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,T2_7063.xlsx,xlsx,10876,2026-09-22T11:18:43Z,0db1d73b0bb3f3eeff3472205889e293,bases e planilhas,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/TOTAIS_ACUMULADO_EXP_IMP.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,TOTAIS_ACUMULADO_EXP_IMP.xlsx,xlsx,13255,2026-09-22T11:18:44Z,a12d0aee693a65fcb3e47fa6f5479bef,bases e planilhas,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/Tab_Compl_CNT_1T25.xls,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,Tab_Compl_CNT_1T25.xls,xls,635904,2026-09-22T11:18:44Z,660f5a37bca38c03e4b554bfe496c362,bases e planilhas,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/Tabela_Resumo.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,Tabela_Resumo.xlsx,xlsx,19424,2026-09-22T11:18:44Z,d18baa5318afa7b39aebd894c15784f8,bases e planilhas,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/UCI - 02-25.xls,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,UCI - 02-25.xls,xls,38400,2026-09-22T11:18:43Z,b393a340ab0a510897465b5912fa2d67,indústria,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/WEOApr2025all.xls,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,WEOApr2025all.xls,xls,20198580,2026-09-22T11:18:44Z,d890d1e3556728fb50a61e764628ae0e,setor externo,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/finbraRGF_ESTDF_DTPeApuracaodoCumprimentodoLimiteLegal-Valor.zip,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,finbraRGF_ESTDF_DTPeApuracaodoCumprimentodoLimiteLegal-Valor.zip,zip,3603,2026-09-22T11:18:44Z,cdfa98c6280ce371a72d3451d6863f4d,política fiscal,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/pim - num indice.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,pim - num indice.xlsx,xlsx,7413,2026-09-22T11:18:43Z,f36e7e0e97b3ca5c6a42eaa595c7fac1,indústria,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/pim - var acum 12 meses.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,pim - var acum 12 meses.xlsx,xlsx,6838,2026-09-22T11:18:43Z,14aab48283e6cc8a7cd54a171ff88a29,indústria,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/pmc - num indice.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,pmc - num indice.xlsx,xlsx,6416,2026-09-22T11:18:43Z,256d69d6a0efe9425d71f75c34492bf1,comércio,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/pmc- var acum 12 meses.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,pmc- var acum 12 meses.xlsx,xlsx,6227,2026-09-22T11:18:43Z,a6551aa0ea1e1048e07e3e9bfe563228,comércio,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/pms - num indice.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,pms - num indice.xlsx,xlsx,6412,2026-09-22T11:18:43Z,3fbb984fdb1cab4971b454120892dcb8,serviços,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/pms - var acum 12 meses.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,pms - var acum 12 meses.xlsx,xlsx,6230,2026-09-22T11:18:43Z,7713fef5260f1d913e89f049f9b52079,serviços,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/t23_7063.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,t23_7063.xlsx,xlsx,5853,2026-09-22T11:18:43Z,5f651e816294cdb80854635d09691ac2,bases e planilhas,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/text.pdf,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,text.pdf,pdf,2063187,2026-09-22T11:18:44Z,0c0555e4f7d8790d1744cf826b2eb82d,bases e planilhas,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos/tx_cambio.csv,Apresentação de conjuntura/Backup/Dados_2025_05/Dados Brutos,tx_cambio.csv,csv,358,2026-09-22T11:18:44Z,30865f87beeb13b4733163ed8a3f7a0a,setor externo,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo/Apresentação_Conjuntura_03-25 (2).xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo,Apresentação_Conjuntura_03-25 (2).xlsx,xlsx,441761,2026-09-22T11:18:44Z,ed7bb429143a9a2f92ca289055b8e697,análise de conjuntura,P2,DUPLICATA_EXATA;POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo/Apresentação_Conjuntura_03-25.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo,Apresentação_Conjuntura_03-25.xlsx,xlsx,441673,2026-09-22T11:18:44Z,18a5bf2ca24a75916b2c992b33c4d47b,análise de conjuntura,P2,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo/Macroeconomia_2025.04.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo,Macroeconomia_2025.04.xlsx,xlsx,281315,2026-09-22T11:18:44Z,d29f38bdd993563c0419b9ce456015bb,atividade econômica,P2,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo/Monetário_04-25.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo,Monetário_04-25.xlsx,xlsx,423295,2026-09-22T11:18:44Z,a3b2f2719c43473f34bdbda6f2774d37,crédito e juros,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo/Novo Caged_04-25.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo,Novo Caged_04-25.xlsx,xlsx,73647,2026-09-22T11:18:44Z,2316c8999df2d9681db056db1775eb10,mercado de trabalho,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo/PIB X Selic_04-25 (2).xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo,PIB X Selic_04-25 (2).xlsx,xlsx,75914,2026-09-22T11:18:44Z,ef2e0aec71c16c808324958d1e4271b9,atividade econômica,P2,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo/PIB X Selic_04-25.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo,PIB X Selic_04-25.xlsx,xlsx,84677,2026-09-22T11:18:44Z,b5dc731db4f341920d4114b13b17c761,atividade econômica,P2,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo/PNAD_2025.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo,PNAD_2025.xlsx,xlsx,92039,2026-09-22T11:18:44Z,54e792134de89ec5e9c7b7efa3a3b081,mercado de trabalho,P2,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo/Preços_Inflação_04-25.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo,Preços_Inflação_04-25.xlsx,xlsx,144560,2026-09-22T11:18:44Z,3714b45e409e04821e3130836be01f03,inflação e custo de vida,P2,BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo/SM e Cesta desde 1979.xlsx,Apresentação de conjuntura/Backup/Dados_2025_05/Definitivo,SM e Cesta desde 1979.xlsx,xlsx,44821,2026-09-22T11:18:44Z,deed710e0c8b52d5d4d854b35d080e6c,inflação e custo de vida,P2,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2025-05,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/CANAS 2025_06.xlsm,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,CANAS 2025_06.xlsm,xlsm,159712,2026-09-22T11:18:45Z,83669136120b74297d635275670308b0,bases e planilhas,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/Caged_Maio_2025.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,Caged_Maio_2025.xlsx,xlsx,41195369,2026-09-22T11:18:45Z,439faea8fd3f4a42769e7c82474ba2be,mercado de trabalho,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/INDATEND 2025_06.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,INDATEND 2025_06.xlsx,xlsx,655865,2026-09-22T11:18:45Z,e71d86357db9c313886729e0949da3c4,indústria,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/IPCA - Índice.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,IPCA - Índice.xlsx,xlsx,6605,2026-09-22T11:18:45Z,00ff5b45d016b3f2fe774ae947e8d087,inflação e custo de vida,P2,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/IPCA_bens_n_duraveis.csv,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,IPCA_bens_n_duraveis.csv,csv,663,2026-09-22T11:18:45Z,82d8eb388f55fe39c1b20af5d704cd66,inflação e custo de vida,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/PCNBA 0525.docx,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,PCNBA 0525.docx,docx,584055,2026-09-22T11:18:45Z,2127c775ce90d1ec2c3320a28fe5bd1c,documentos institucionais,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/Pesquisa Nacional Cesta Alimentos 06 05.docx,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,Pesquisa Nacional Cesta Alimentos 06 05.docx,docx,588255,2026-09-22T11:18:45Z,3c3807c9a53dd03d884e00339daec19b,inflação e custo de vida,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/inpc_alimentos.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,inpc_alimentos.xlsx,xlsx,10958,2026-09-22T11:18:45Z,8e66c681cdcb6fd2dbf0a8d0cecfe9c5,inflação e custo de vida,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/inpc_itens.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,inpc_itens.xlsx,xlsx,10920,2026-09-22T11:18:45Z,3015beffcbcceaf773e3dbe250dc50f8,inflação e custo de vida,P2,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/ipca_administrados.csv,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,ipca_administrados.csv,csv,841,2026-09-22T11:18:45Z,84ceb9e92a9c265b3233385541b34809,inflação e custo de vida,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/ipca_alimentacao.csv,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,ipca_alimentacao.csv,csv,670,2026-09-22T11:18:45Z,08c4d5a1d27a49c122f0400c8ab286be,inflação e custo de vida,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/ipca_servicos.csv,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,ipca_servicos.csv,csv,658,2026-09-22T11:18:45Z,ab37bbb711e683fb59164ddbc73e6db4,inflação e custo de vida,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/pmc_ind_var_ajuste_sazonal.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,pmc_ind_var_ajuste_sazonal.xlsx,xlsx,6453,2026-09-22T11:18:45Z,79ac2bb967a72ec16d0f01773d23d0ed,comércio,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos/pmc_ind_var_vendas_comercio.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Dados Brutos,pmc_ind_var_vendas_comercio.xlsx,xlsx,6258,2026-09-22T11:18:45Z,a02353a09991e8bc60cb2eb7f81e1889,comércio,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Definitivo/Macroeconomia_2025.04.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Definitivo,Macroeconomia_2025.04.xlsx,xlsx,281336,2026-09-22T11:18:45Z,3de57626ccba786c0321710ecb1f6dc2,atividade econômica,P2,POSSIVEL_VERSAO;BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Definitivo/Macroeconomia_2025.07.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Definitivo,Macroeconomia_2025.07.xlsx,xlsx,288679,2026-09-22T11:18:45Z,f72b4b67b998fc4946797aa75aa1068e,atividade econômica,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Definitivo/Novo Caged_07-25.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Definitivo,Novo Caged_07-25.xlsx,xlsx,72697,2026-09-22T11:18:45Z,e943266ab4e597cf5c3ddb469a843ac3,mercado de trabalho,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Definitivo/Preços_Inflação_07-25.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Definitivo,Preços_Inflação_07-25.xlsx,xlsx,143728,2026-09-22T11:18:45Z,99a3bcdbe526066dfb10b04041e2eaf0,inflação e custo de vida,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Dados_2025_07/Definitivo/SM e Cesta desde 1979_06_25.xlsx,Apresentação de conjuntura/Backup/Dados_2025_07/Definitivo,SM e Cesta desde 1979_06_25.xlsx,xlsx,44898,2026-09-22T11:18:45Z,59517870bbb25106745ef038c79df211,inflação e custo de vida,P2,BACKUP_APARENTE,snapshot-2025-07,
Apresentação de conjuntura/Backup/Outras versões/231003_cc_60_nota_33_visao_geral.pdf,Apresentação de conjuntura/Backup/Outras versões,231003_cc_60_nota_33_visao_geral.pdf,pdf,2252066,2026-09-22T11:18:53Z,4df22c8e3a11b3994ac75a9007af52c7,a classificar,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,sem evidencia suficiente de categoria por nome/caminho
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_02.2021.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_02.2021.pptx,pptx,575874,2026-09-22T11:18:45Z,056b05d9f59e2506b8d2d839e89b7915,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_03.2021.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_03.2021.pptx,pptx,59738116,2026-09-22T11:18:49Z,2b5a0616d7f933c59fa58b0294f0486d,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_04.2021.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_04.2021.pptx,pptx,26948394,2026-09-22T11:18:51Z,eb1761eb6ad09f2f4fe0c0dc091f41a6,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_05.2021 (2).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_05.2021 (2).pptx,pptx,606332,2026-09-22T11:18:52Z,9e07deacbeebb02caff5d453496edb1e,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_05.2021.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_05.2021.pptx,pptx,51596083,2026-09-22T11:18:52Z,01b9425b1cef831a66e4430624e065fa,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_06.2020.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_06.2020.pptx,pptx,16184942,2026-09-22T11:18:50Z,1a2968f7df18d62beaf489e307f4c1e6,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_06.2021 (2).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_06.2021 (2).pptx,pptx,582498,2026-09-22T11:18:52Z,60fbe44a81e390278cf300172fa9aa6d,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_06.2021.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_06.2021.pptx,pptx,615575,2026-09-22T11:18:52Z,f1c8b839d907bb3c37b69d66586b272a,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_07.2020.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_07.2020.pptx,pptx,19170719,2026-09-22T11:18:46Z,fc4c8ba75f7f09b96d654ea5e9209c95,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_07.2021 (3).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_07.2021 (3).pptx,pptx,582635,2026-09-22T11:18:52Z,bf7b69a90c9e8c6a7e298074ad127d90,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_07.2021.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_07.2021.pptx,pptx,582960,2026-09-22T11:18:52Z,9859eebb99a61a8d595499c90f072a9e,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_08.2020 (2).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_08.2020 (2).pptx,pptx,607986,2026-09-22T11:18:52Z,a88d2bb2768b46b72913ea78a16fe2f2,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_08.2020 (3).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_08.2020 (3).pptx,pptx,607990,2026-09-22T11:18:52Z,e6ff0b77cfa5fdf0e4201212c6a650f5,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_08.2020.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_08.2020.pptx,pptx,10499696,2026-09-22T11:18:46Z,6665d065ae3086c8443b2bb606209631,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_09.2020.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_09.2020.pptx,pptx,24169593,2026-09-22T11:18:49Z,eb17dc9c9094b3368244d8dc6f2ff794,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_09.2021 (2).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_09.2021 (2).pptx,pptx,564497,2026-09-22T11:18:52Z,bfd277eeab726489fcb5b81a1d57263a,apresentação de conjuntura,P4,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_10.2020.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_10.2020.pptx,pptx,25386460,2026-09-22T11:18:49Z,feed17eed4e11d0a242140a063102c5e,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_11.2020.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_11.2020.pptx,pptx,34610583,2026-09-22T11:18:50Z,4c9abdefa06beeb12e2ced6793beef1d,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2021.11.19.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2021.11.19.pptx,pptx,573321,2026-09-22T11:18:52Z,72885855a20f64ba0315a2f51d38f7b4,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2021.12.14.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2021.12.14.pptx,pptx,587826,2026-09-22T11:18:52Z,f51835d59e8afde496bd824a8aa3cffa,apresentação de conjuntura,P3,BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.01.21 (2).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.01.21 (2).pptx,pptx,591000,2026-09-22T11:18:52Z,da389791e7eb023d0cdb4c27392c54cd,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.01.21 (3).pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.01.21 (3).pptx,pptx,591004,2026-09-22T11:18:52Z,9e5ed8d8895e9c0a9b87eb496990c2a4,apresentação de conjuntura,P4,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
Apresentação de conjuntura/Backup/Outras versões/ATR_Conjuntura_2022.01.21.pptx,Apresentação de conjuntura/Backup/Outras versões,ATR_Conjuntura_2022.01.21.pptx,pptx,591001,2026-09-22T11:18:52Z,697f75e986c7ab1afc579b46a7c1c510,apresentação de conjuntura,P3,POSSIVEL_VERSAO;BACKUP_APARENTE,serie-historica-atr-conjuntura,
